dt,avg_temp_australia,avg_temp_austria,avg_temp_belgium,avg_temp_canada,avg_temp_denmark (europe),avg_temp_estonia,avg_temp_finland,avg_temp_germany,avg_temp_italy,avg_temp_netherlands (europe),avg_temp_new zealand,avg_temp_norway,avg_temp_portugal,avg_temp_slovenia,avg_temp_south africa,avg_temp_sweden,avg_temp_switzerland
1923-02-01,28.677,-1.3929999999999998,4.431,-22.646,-0.5970000000000001,-11.02,-13.863,0.8250000000000001,5.972,2.9160000000000004,13.686,-9.521,9.492,1.537,22.042,-9.847,1.156
1923-03-01,26.329,2.444,6.957999999999999,-20.705,3.269,-3.049,-5.517,5.029999999999999,7.989,6.363,12.511,-4.303999999999999,11.993,5.545,20.955,-2.5890000000000004,3.494
1923-04-01,22.606,5.236000000000001,8.395999999999999,-7.754,4.7700000000000005,1.266,-2.361,6.711,10.614,7.314999999999999,9.499,-2.748,10.759,8.583,16.339000000000002,-0.38,6.006
1923-05-01,18.74,11.726,11.47,1.928,9.122,8.68,4.689,11.576,15.947,10.407,8.274000000000001,2.266,15.587,15.232,13.140999999999998,5.481,10.800999999999998
1923-06-01,14.566,10.672,12.326,10.09,11.013000000000002,11.104,8.873000000000003,11.321000000000002,16.348,11.285,5.528,5.426,19.474,14.425999999999998,10.613,8.357999999999999,10.760000000000002
1923-07-01,13.449000000000002,17.026,19.423,12.848,17.006,16.733,14.953,18.657,22.503,18.607,4.630999999999999,10.701,22.718000000000004,20.345,10.639,14.261,17.900000000000006
1923-08-01,14.77,15.629,16.907,10.514,14.473,13.853,10.96,16.070999999999998,22.813,15.947,5.625,8.568000000000001,23.387,19.808000000000003,13.32,11.373,16.642
1923-09-01,18.259,11.616,14.028,5.92,12.584,11.647,8.304,13.26,18.147,13.502,8.588,5.431,19.042,15.128,16.351,8.029,12.095999999999998
1923-10-01,21.722,8.998000000000003,11.064,-0.395,9.692,6.635,2.704,10.236,15.416999999999998,10.87,10.03,0.838,17.051,12.909,20.182,3.049,9.366
1923-11-01,24.708,1.91,3.5490000000000004,-8.847000000000001,3.069,1.991,-3.2060000000000004,2.872,10.819,3.791,13.192,-5.268,10.013,6.388999999999999,21.242,-3.765,2.3640000000000003
1923-12-01,26.99,-3.684,1.0469999999999997,-19.001,-1.3010000000000002,-4.351,-8.716000000000001,-1.835,5.442,0.4389999999999996,14.652,-8.435,7.249999999999999,0.44,21.976,-8.445,-1.5759999999999998
1924-01-01,26.864,-5.7280000000000015,0.774,-24.399,-1.798,-8.805,-10.826,-3.207,3.168,0.1540000000000001,15.716,-7.583000000000001,8.555,-2.516,23.377,-8.401,-3.167
1924-02-01,26.458,-4.9430000000000005,0.3330000000000002,-19.706,-1.766,-8.212,-12.258,-2.7030000000000003,4.299,0.1550000000000002,16.044999999999998,-9.364,6.996999999999999,-0.7740000000000002,21.5,-10.161,-2.8230000000000004
1924-03-01,24.881,0.3640000000000001,4.395,-11.74,-0.0759999999999996,-4.255,-7.697999999999999,2.298,7.37,3.33,14.569,-8.54,11.519,3.887,19.835,-6.841,2.2630000000000003
1924-04-01,20.101,5.295,7.5779999999999985,-7.396,3.949,1.031,-2.057,6.235,11.324000000000002,6.39,13.122,-3.338,13.48,9.171,17.148,-0.7709999999999998,6.1320000000000014
1924-05-01,18.185,12.519,14.235,2.619,10.243,10.239,5.800000000000002,13.616,17.041,13.041,8.335,2.8640000000000003,17.218999999999998,15.942,13.173,6.059,12.109000000000002
1924-06-01,14.529000000000002,13.769,15.702,8.725000000000001,13.72,14.265,10.184,15.104,19.548,14.776000000000002,6.211,6.8450000000000015,20.024,17.831,10.58,10.389,13.922
1924-07-01,14.966,15.486,17.249000000000002,12.666,15.456,16.830000000000002,16.102,16.916,21.954,16.563,5.26,11.380999999999998,21.8,19.367,10.226,15.005,15.996
1924-08-01,16.032,12.855,14.915,10.939,15.711,16.858999999999998,15.092,14.839,19.621,14.828,6.651,10.669,21.121,16.646,11.985,14.132,12.825
1924-09-01,19.793000000000006,12.475,14.304,5.625,13.883,13.149,9.962,13.844,19.368,14.204,9.364999999999998,6.593,18.47,16.423000000000002,14.81,9.71,12.503
1924-10-01,21.892,6.892,10.681,-1.425,9.51,7.483,4.686,9.275,13.864999999999998,10.557,10.901,2.265,15.836,10.139,17.596,4.791,7.881
1924-11-01,24.754,0.7090000000000001,5.3740000000000006,-11.717,5.176,2.039,-2.444,2.996,8.995000000000003,5.416,12.682,-2.73,11.099,3.976,19.157,-1.189,2.6950000000000003
1924-12-01,26.096,-2.653,3.278,-22.513,3.689,-0.677,-4.178,1.033,6.582000000000001,3.919,13.245,-3.437,9.273,1.073,20.997,-2.52,-0.451
1925-01-01,26.172,-1.9850000000000003,3.5810000000000004,-27.059,3.4730000000000003,0.3239999999999998,-3.458,2.026,5.448,3.987,14.999,-4.4590000000000005,8.656,0.945,21.998,-2.699,0.1080000000000001
1925-02-01,26.852,0.7110000000000003,4.977,-23.429,3.178,-0.1950000000000002,-5.976999999999999,3.56,6.869,4.875,14.477,-6.002000000000002,8.043,4.307,22.748,-4.348,1.259
1925-03-01,25.059,-0.5379999999999998,3.4839999999999995,-16.017,1.5519999999999998,-3.352,-8.817,1.464,6.066,3.3440000000000003,12.652,-7.191,8.899,3.4719999999999995,20.459000000000003,-6.17,-0.0319999999999995
1925-04-01,21.684,6.249,8.679,-5.718,6.8580000000000005,5.849,1.6080000000000003,8.078000000000001,10.727,8.046,10.423,-1.218,12.069,9.458,17.185000000000002,2.292,6.205
1925-05-01,17.781,11.714,13.98,2.404,12.379,11.563,7.087999999999999,13.825,14.792,13.576,7.914,3.708,14.678,14.618,12.83,7.636,10.872000000000002
1925-06-01,14.73,13.459,15.74,9.313,14.226,13.599,11.696000000000002,14.925999999999998,19.362,14.794,5.311,8.440000000000001,19.079,17.014,10.068,12.148,14.569
1925-07-01,12.982,15.609000000000002,18.365,12.915,18.602,19.476,18.644,18.046,20.912,18.307,5.702000000000001,13.202,20.188,19.324,10.331,17.561999999999998,15.584
1925-08-01,14.897,14.775,16.787,11.714,16.75,15.633,13.302,16.77,21.465,16.588,5.997999999999998,10.470999999999998,21.765,18.611,13.692,13.615,15.117
1925-09-01,17.439,9.754,11.989999999999998,5.371,12.222,10.885,8.092,11.316,17.298,11.989,7.331999999999999,6.13,19.361,13.39,15.023,8.533000000000001,10.134
1925-10-01,21.896,6.6800000000000015,10.189,-4.398,7.861000000000001,3.484,-0.5090000000000001,8.362,14.18,9.979,10.151,-1.358,16.121,10.431,17.695,0.6459999999999999,7.952000000000001
1925-11-01,25.774,0.607,3.055,-11.909999999999998,2.3310000000000004,-2.7880000000000003,-7.857,1.965,9.221,3.4,10.775,-6.644,10.115,4.713,20.035,-5.9270000000000005,1.3490000000000002
1925-12-01,27.908,-4.151999999999999,1.64,-16.355999999999998,-0.8339999999999996,-6.229,-11.514,-0.8680000000000002,4.501,1.2990000000000002,13.273,-10.302,10.106,-1.1759999999999995,22.216,-9.5,-1.7040000000000002
1926-01-01,27.408,-3.899,2.227,-20.721,0.201,-9.84,-14.081,-0.47,4.1160000000000005,1.872,15.057,-8.708,9.284,-1.0779999999999998,24.091,-9.468,-2.01
1926-02-01,28.861,1.9450000000000005,6.82,-20.472,0.925,-6.8980000000000015,-12.199000000000002,4.091,8.068,5.734,13.35,-9.29,12.008,5.435,23.255,-9.369,3.097
1926-03-01,25.681,1.852,6.162999999999999,-15.278,3.232,-2.979,-5.369999999999999,4.042999999999998,8.306000000000001,5.6530000000000005,12.419,-5.24,12.316,4.960999999999999,20.81,-2.817,3.233
1926-04-01,22.325,7.537999999999999,10.303999999999998,-7.528,7.2890000000000015,2.734,-1.398,9.555,11.880999999999998,9.729,11.864,-0.9240000000000002,12.79,10.496,17.857000000000006,1.364,7.669
1926-05-01,16.511,9.845,11.167,2.358,10.267,10.529000000000002,5.542999999999999,10.800999999999998,13.877,10.472,8.493,2.649,14.672,12.954,13.925,5.957999999999999,9.029
1926-06-01,14.384,12.108,14.204,8.797,14.496,15.473,12.297,13.889,17.419,13.922,5.78,8.465,18.78,15.781,11.394,11.963,11.869000000000002
1926-07-01,14.825,15.003,17.855,12.651,17.861,17.602999999999998,14.857,17.579,20.306,17.609,5.731,11.125,22.33,18.304,9.245,15.395,15.382
1926-08-01,16.145,14.402,17.088,10.742,16.421,15.098999999999998,13.37,16.328,20.62,16.689,6.343999999999999,9.843,23.719,17.828000000000007,12.757,13.664,15.589
1926-09-01,19.371,13.276,16.149,4.164,13.482,10.899,7.646,14.906,20.116,15.561,8.280999999999999,5.688,22.969,16.740000000000002,15.253,8.175,14.566
1926-10-01,22.962,7.146000000000001,8.841000000000003,-1.455,6.609999999999999,2.627,-1.166,7.762,15.203,8.449,10.107,-2.5540000000000003,17.276999999999994,11.235,18.022,-0.5550000000000002,7.96
1926-11-01,25.783,5.542999999999999,7.034000000000002,-12.503,5.5280000000000005,2.786,-2.319,6.049999999999999,12.637,6.947,11.063,-3.597,11.139,10.149,19.335,-1.365,4.948
1926-12-01,26.175,-2.88,1.4939999999999998,-20.456,1.756,-5.926,-10.611,0.112,5.329,2.627,12.945,-7.762,7.8199999999999985,0.387,22.008000000000003,-7.707000000000001,-1.852
1927-01-01,27.565,-2.0380000000000003,3.277,-22.88,2.345,-7.1030000000000015,-12.289,1.4050000000000002,5.065,3.648,15.356,-7.949000000000002,8.329,0.8769999999999999,23.812,-7.367000000000001,-0.9859999999999998
1927-02-01,26.498,-2.742,3.262,-21.553,1.139,-5.252000000000002,-8.576999999999998,0.758,4.680999999999999,3.1050000000000004,15.53,-6.393000000000002,8.854999999999997,0.349,22.537,-5.805999999999999,-0.955
1927-03-01,25.508000000000003,3.545,7.286,-14.044,5.009,0.1430000000000002,-5.215999999999998,6.007000000000001,9.019,6.91,13.36,-4.893,10.917,7.047999999999999,20.71,-2.177,3.6010000000000004
1927-04-01,20.908,5.936999999999999,8.652000000000001,-7.192,5.4300000000000015,2.935,-1.039,7.102,11.59,7.582999999999999,9.836,-3.17,14.286,9.666,17.528000000000002,0.1490000000000001,6.785
1927-05-01,16.91,10.67,12.575,1.337,8.652999999999999,7.2349999999999985,4.341,10.989,15.921,10.972,7.798999999999999,1.4330000000000005,17.029999999999998,14.045,13.491,4.65,11.446000000000002
1927-06-01,15.317,14.878,14.607,8.818,12.015,13.602,11.655,14.208,20.427,13.356000000000002,4.669,6.902,19.71,18.897,11.3,10.578,14.067
1927-07-01,13.694,16.455,17.573,13.062,17.423000000000002,20.443,18.231,17.582,22.48,17.173000000000002,5.674,12.718,19.838,20.591,11.288,17.127,16.243000000000002
1927-08-01,15.839,15.385,17.169999999999998,11.212,17.012999999999998,18.052,14.994000000000002,16.793,22.336,17.038,5.912000000000001,11.016000000000002,21.061,19.478,12.635,14.494000000000002,15.321
1927-09-01,19.359,12.378,14.375,5.767,13.397,11.498,7.295,13.776,19.011,14.3,8.399,5.266,18.366,16.203,17.257,8.091000000000001,12.347
1927-10-01,22.814,6.343,10.201,-1.4050000000000002,8.933,4.164,-0.5649999999999997,8.5,13.576,10.294,10.039,-0.7719999999999999,16.991,10.043,18.738,1.311,7.476
1927-11-01,25.838,1.861,4.684,-14.556,2.456,-2.397,-7.895,2.6619999999999995,11.079,4.341,10.997,-6.495,10.797,6.29,21.179,-6.299,3.181
1927-12-01,26.524,-4.663,-0.7380000000000004,-22.881,-3.076,-7.584,-10.434,-2.8200000000000003,6.087000000000001,-1.0189999999999997,12.986,-10.14,9.377,-0.979,21.85,-9.673,-1.6030000000000002
1928-01-01,27.313,-2.217,3.45,-21.663,0.648,-4.966,-9.406,1.1750000000000005,5.432,3.244,15.268,-7.521000000000001,8.005,0.4039999999999999,22.513,-7.887,-0.1799999999999997
1928-02-01,27.169,-0.8899999999999999,4.920999999999999,-19.489,1.995,-5.649,-9.265999999999998,2.335,5.962000000000001,4.643000000000002,16.393,-6.784000000000002,10.63,1.998,22.164,-6.494,1.1800000000000002
1928-03-01,25.989,1.039,5.656000000000001,-15.484000000000002,1.743,-3.228,-5.093,3.1129999999999995,7.447999999999999,4.65,14.952,-5.557,11.232,3.971,20.585,-3.691,2.725
1928-04-01,23.187,6.545999999999999,8.825999999999997,-9.17,5.8420000000000005,3.3560000000000003,-0.008,7.447999999999999,11.543,8.054,12.888,-1.541,12.21,9.997000000000002,17.632,1.241,6.275
1928-05-01,17.305999999999994,8.460999999999999,11.361999999999998,3.08,10.022,9.893,6.069,10.192,13.417,10.626,9.298,3.0,14.393999999999998,11.655,14.255999999999998,6.191,8.551
1928-06-01,14.209,13.788,14.970999999999998,9.535,12.111,11.201,9.679,14.164,19.55,13.725,6.024,6.48,19.678,17.428,10.918,9.602,14.184
1928-07-01,14.241,18.472,18.842,13.261,15.103000000000002,14.595,12.640999999999998,18.481,24.257,17.3,6.327999999999999,8.825,24.229,22.396,11.201,12.130999999999998,19.15
1928-08-01,17.412,16.352,17.325,10.802,15.173,14.624,12.534,16.599,23.785,16.409000000000002,6.7860000000000005,9.131,22.076,20.729000000000006,12.207,11.998,17.121
1928-09-01,20.784,11.647,13.93,5.292999999999998,12.567,11.001,7.582000000000001,12.898,19.007,13.408,8.404,5.295,20.356,15.33,14.694,7.951,12.26
1928-10-01,22.928,6.979,9.978,-2.448,8.841999999999997,5.394,0.6420000000000001,8.610000000000001,14.058,9.973,10.298,-0.396,15.459,10.425999999999998,18.307,2.321,7.267
1928-11-01,26.078000000000003,3.625,7.383999999999999,-9.296,6.312,3.3310000000000004,-3.954,6.065,9.764,7.787000000000001,11.815,-4.435,11.031,6.523,20.322,-2.383,3.779
1928-12-01,27.613000000000003,-3.836,1.939,-15.858,1.09,-3.245,-7.346999999999999,-0.6209999999999999,4.431,2.137,13.648,-7.4689999999999985,7.7639999999999985,-0.122,22.401,-6.444,-1.723
1929-01-01,27.792,-8.106000000000002,-1.885,-23.769,-2.74,-8.572000000000001,-11.918,-4.956,1.6189999999999998,-1.6030000000000002,15.184,-10.085,7.874,-4.806,23.189,-9.052,-5.681
1929-02-01,28.108,-10.729,-4.504,-21.98,-6.745,-14.737000000000002,-15.476,-9.099,0.5619999999999994,-5.476,14.671,-9.943,9.912,-6.46,22.374,-12.066,-7.2810000000000015
1929-03-01,24.617,0.1319999999999999,5.228,-16.171,2.024,-3.464,-5.933,2.599,6.931,4.109,13.84,-4.55,12.562,3.379,19.893,-1.863,2.454
1929-04-01,20.481,3.2510000000000003,6.183,-7.462000000000001,3.2,-0.6709999999999998,-4.593,4.48,9.585,5.22,10.775,-4.441,14.182,6.7570000000000014,16.855,-1.995,4.152
1929-05-01,17.108999999999998,11.86,13.469,1.132,10.937,11.499,7.042000000000001,13.072,15.879,12.437,7.888999999999999,3.43,15.206,15.275,14.662,7.1370000000000005,11.319
1929-06-01,14.049,14.165,14.905,8.581,12.582,13.015,11.282,14.559,20.102,13.673000000000002,7.113,7.093999999999999,20.267,17.987000000000002,11.85,10.705,14.867
1929-07-01,12.571000000000002,16.697,18.238,12.033,15.568,16.045,13.409,17.669,22.51,17.113,5.056,9.335,22.282,20.224,10.533,12.84,17.136000000000006
1929-08-01,16.063,16.062,17.325,11.421,15.65,15.735,12.378,17.329,21.602,16.682000000000002,6.202999999999999,8.430000000000001,22.44,19.997,12.445,11.758,15.757
1929-09-01,18.237,13.412,17.378999999999998,5.2860000000000005,14.084,11.142,8.292,15.807,19.505,16.548,7.52,6.033,20.355,16.331,15.92,8.843,15.071
1929-10-01,22.357,7.822999999999999,10.305,-0.905,9.534,7.077000000000001,3.08,9.638,14.172999999999998,10.347,10.065,0.3429999999999999,15.917,11.068,18.872,3.279,8.079
1929-11-01,25.672,2.7030000000000003,6.186,-12.085,5.4350000000000005,3.005,-0.3369999999999997,4.584999999999999,10.03,6.414,11.937,-2.727,11.967,6.3260000000000005,20.504,-0.226,2.9160000000000004
1929-12-01,26.159,-0.3380000000000001,5.192,-21.62,3.902,1.033,-1.596,3.196,6.5920000000000005,5.157,12.992,-2.401,10.634,2.395,21.574,-1.1349999999999998,1.057
1930-01-01,27.504,-1.9250000000000005,4.743,-24.851,3.178,-0.1460000000000008,-4.184,1.906,5.742000000000001,4.807,13.942,-4.925000000000002,9.0,1.064,22.313,-3.1260000000000003,0.0830000000000001
1930-02-01,27.682,-3.3110000000000004,2.044,-21.186,0.243,-5.071000000000001,-8.418,-0.2,4.872999999999998,1.839,14.536,-6.5360000000000005,7.555,0.8809999999999999,21.902,-5.533,-1.4409999999999998
1930-03-01,25.493,3.1900000000000004,6.037000000000001,-14.81,2.8480000000000003,-0.4430000000000001,-5.625,4.409,8.941,5.132999999999999,12.89,-5.72,11.978,6.91,20.323,-2.885,3.526
1930-04-01,21.553,6.856999999999998,9.526,-6.549,6.875,5.853,0.945,8.327,11.181,8.641,10.935,-0.036,11.184,10.231000000000002,16.659000000000002,2.617,6.67
1930-05-01,17.918999999999997,10.268,12.239,2.559,10.878,12.088,8.449,11.693,14.35,11.522,7.811,4.789,16.345,13.486,13.876,8.491999999999999,9.594
1930-06-01,15.099,16.862000000000002,18.258,10.252,16.096,15.275,12.935,18.202,20.767,17.455000000000002,5.465,9.457,18.327,19.686,10.628,13.398,16.779
1930-07-01,15.124,15.466,16.625,13.505,16.642,17.651,16.505,16.618,21.728,16.334,4.333,12.402,20.67,19.206,11.118,16.049,15.061000000000002
1930-08-01,16.037,14.626,17.221999999999998,12.218,16.265,16.692,14.758,16.294,21.329,16.753,6.476,11.342,23.068,18.4,12.02,14.435,15.314
1930-09-01,19.175,12.282,14.379,5.837999999999999,12.991,9.296,5.931,13.424,19.183,14.134,7.209,5.212000000000001,20.373,16.276,14.521,7.360000000000001,12.975
1930-10-01,22.326,6.3530000000000015,10.458,-2.54,9.355,6.186,2.309,8.681000000000001,13.572,10.374,8.791,0.97,16.957,9.814,18.227,3.535,7.35
1930-11-01,25.485,3.655,7.279,-10.422,5.646,1.616,-2.954,5.784,10.91,7.332999999999999,10.459,-3.48,12.667,7.567,20.615,-2.279,4.715
1930-12-01,26.293000000000003,-2.611,2.372,-16.352,2.282,-4.726,-8.017999999999999,0.255,6.114,2.508,13.125,-4.42,10.103,1.15,22.285,-4.317,-0.594
1931-01-01,27.139,-3.3950000000000005,2.211,-20.271,0.468,-6.7780000000000005,-11.994000000000002,-0.21,4.992,2.394,14.111,-9.023,8.613000000000001,0.5599999999999999,22.931,-9.027,-1.952
1931-02-01,27.158,-3.426,1.339,-17.429000000000002,-0.3989999999999999,-8.506,-10.815,-1.2200000000000002,4.534,1.2540000000000002,13.229,-7.815,9.314,0.565,23.299,-8.379999999999999,-2.58
1931-03-01,25.189,-1.6319999999999997,3.5649999999999995,-15.916,-0.5869999999999997,-5.968,-8.051,0.5259999999999998,7.435,2.652,12.667,-8.061,12.625,2.512,21.34800000000001,-6.596,0.3690000000000002
1931-04-01,21.087,4.1160000000000005,7.576,-5.884,4.7650000000000015,2.232,-0.384,5.776,9.857,6.886,10.518,-1.689,13.396,7.6030000000000015,16.164,0.2370000000000001,5.0310000000000015
1931-05-01,17.858999999999995,13.568,14.46,2.227,12.244000000000002,12.125,7.8610000000000015,15.061,16.087,13.702,7.871,3.904,15.404000000000002,15.883,14.916,7.818,12.523
1931-06-01,15.152,16.12,16.743000000000002,10.066,13.038,12.559,9.105,16.115000000000002,21.816,15.224,5.26,6.1960000000000015,20.165,19.912,11.036,9.395,16.494
1931-07-01,14.178,16.262,17.099,13.883,16.118000000000002,17.797,16.352999999999998,17.098,22.785,16.732,5.259,11.515999999999998,20.903,20.69,9.917,14.907,15.658
1931-08-01,15.8,14.405,15.92,11.708,15.425999999999998,16.122999999999998,13.563,15.789,21.94,15.804,5.880999999999999,9.135000000000002,20.678,18.9,13.099,12.198,14.257
1931-09-01,19.282,8.16,11.594,6.4670000000000005,11.277,8.838000000000003,5.4910000000000005,10.49,15.871999999999998,11.758,6.908,4.097,18.569000000000003,11.871,15.431,6.139000000000001,8.581
1931-10-01,21.156,5.468999999999999,8.902000000000003,-0.49,8.03,4.493,1.3450000000000002,7.380000000000001,13.271999999999998,9.143,10.129,-0.36,16.105999999999998,9.338,17.797,1.909,6.727
1931-11-01,23.864,1.925,7.018000000000002,-10.214,5.359,0.311,-1.34,4.598,10.013,6.978,12.725,-0.556,12.135,5.292999999999999,20.646,0.185,3.893
1931-12-01,27.005,-4.025,2.07,-17.933999999999994,1.932,-3.895,-6.849,-0.2540000000000001,4.018,2.874,13.605,-5.521,7.465,-1.0419999999999998,22.092,-4.96,-2.256
1932-01-01,29.475,-2.393,3.763,-22.291,3.22,-1.3129999999999995,-5.337999999999999,1.35,5.033,4.105,13.829,-5.089,8.118,-0.1689999999999999,22.009,-3.273,-0.478
1932-02-01,27.027,-6.468999999999999,0.5109999999999997,-23.607,1.115,-8.621,-9.961,-2.0530000000000004,1.7599999999999998,1.2970000000000002,14.353,-5.226000000000001,7.6,-4.061000000000001,22.381,-4.382999999999999,-4.353999999999999
1932-03-01,25.556,-1.829,3.872,-17.062,0.7559999999999999,-6.045,-7.265,0.983,5.728,3.1860000000000004,13.357,-6.291,11.663,0.6269999999999998,20.85100000000001,-4.492,0.3630000000000004
1932-04-01,21.144,5.343999999999999,7.558,-6.047000000000001,5.843999999999999,3.62,0.345,6.965000000000002,9.815,7.004,11.28,-2.357,11.536,8.297,19.31,1.009,4.678999999999999
1932-05-01,18.249,11.257,12.597,3.606,11.461,11.431,5.908,12.679,15.013,12.21,7.633999999999999,3.426,15.018,14.446,14.504,6.752000000000001,9.982
1932-06-01,14.217,13.138000000000002,15.611,9.826,14.166,13.383,10.519000000000002,14.578,17.723,14.749,5.702000000000001,7.476000000000001,18.214,16.523,11.011,10.614999999999998,13.042000000000002
1932-07-01,13.566,16.737000000000002,17.823999999999995,12.663,18.33,19.748,16.651,18.24,20.922,17.784000000000002,4.369,11.363,20.486,20.107,10.198,15.745,15.368000000000002
1932-08-01,15.635,17.392,19.904,12.592,17.397000000000002,17.173,13.989,19.126,22.831000000000003,19.072,5.271,9.967,22.596,21.115,13.379,13.332,18.002
1932-09-01,18.656,15.222,15.614,6.332999999999998,13.571,12.197,8.113999999999999,15.357,21.199,14.983,7.940999999999999,4.942,19.64,18.85,15.945,7.966000000000001,15.239
1932-10-01,21.856,6.957999999999999,9.506,-2.8310000000000004,7.89,5.024,0.8730000000000001,8.464,14.887999999999998,9.415,10.706,-1.001,14.704999999999998,10.970999999999998,18.792,1.024,7.225
1932-11-01,25.328000000000003,1.923,5.598,-14.380999999999998,4.931,1.124,-2.273,4.071999999999999,9.949,5.705,12.204,-3.673,12.101,5.57,21.07,-1.616,3.4290000000000003
1932-12-01,26.807,-2.207,3.1660000000000004,-20.871,2.854,1.1430000000000002,-2.0920000000000005,0.477,7.172000000000001,3.588,13.488,-3.638,9.562,1.483,21.962,-2.0310000000000006,-0.41
1933-01-01,27.714,-6.2650000000000015,-0.012,-23.958,-0.497,-7.1450000000000005,-8.365,-2.937,3.798,0.155,15.671,-4.618000000000001,7.421,-2.131,22.942,-5.303000000000001,-3.847
1933-02-01,27.618,-2.784,2.625,-22.749,0.3250000000000001,-6.348,-11.890999999999998,-0.004,4.869,2.564,15.694,-8.088000000000001,8.783,0.4799999999999999,23.088,-8.164,-1.213
1933-03-01,26.231,2.319,7.459,-15.861,3.564,-1.822,-6.986000000000001,5.29,7.851,6.867999999999999,14.119000000000002,-5.5360000000000005,11.640999999999998,5.4,21.263,-3.427,3.5980000000000003
1933-04-01,21.753,4.973,8.934999999999997,-6.975,6.041,3.09,-1.077,6.928000000000001,11.182,8.043,10.852,-2.6860000000000004,14.866,8.261000000000001,17.874000000000006,0.414,6.707999999999999
1933-05-01,18.019,9.353,12.666,2.385,11.203,8.686,5.0310000000000015,11.658,14.257,11.944,7.853,3.69,18.111,12.637,14.431,6.598,9.594
1933-06-01,15.170000000000002,12.021,15.42,8.704,16.309,15.409,13.787,14.556,16.938,15.244000000000002,5.048,10.649,18.555,15.309,10.397,14.211,11.91
1933-07-01,13.784,16.24,18.87,12.445,17.974,18.078,16.399,18.377,21.766,18.145,5.4,12.037,22.697,19.699,10.789,15.894,17.087
1933-08-01,14.88,15.663,18.592,12.203,16.8,14.771999999999998,12.539,17.487000000000002,22.051,17.795,6.3660000000000005,10.028,24.004,19.314,12.647,13.177,17.04
1933-09-01,18.834,11.773,15.474,5.584,13.913,11.411,8.312000000000001,13.994000000000002,18.683,15.232,8.526,7.146,19.242,15.163,16.008,9.186,13.045
1933-10-01,22.402,6.8530000000000015,10.21,-3.675,9.484,5.43,2.309,8.847000000000001,14.91,10.294,9.939,0.748,15.244000000000002,10.646,19.127,3.318,7.888999999999999
1933-11-01,24.268,0.77,4.102,-14.902,3.76,-2.084,-5.061999999999999,2.458,9.017,4.346,11.53,-4.666,9.814,4.676,19.945,-3.796,1.0680000000000005
1933-12-01,25.965,-6.968999999999999,-2.604,-26.595,-0.169,-6.2970000000000015,-8.724,-4.209,3.469,-1.7239999999999998,14.247,-5.865,6.154999999999999,-3.4160000000000004,21.814,-5.9110000000000005,-4.862
1934-01-01,28.07,-3.654,1.944,-23.564,1.944,-2.4770000000000003,-4.481,0.0609999999999999,4.021,2.278,13.707,-3.924,6.956,-0.7879999999999999,22.059,-2.938,-2.008
1934-02-01,27.493,-2.458,2.339,-21.188,3.357,-2.959,-8.37,1.062,5.172999999999999,3.1860000000000004,14.916,-5.7890000000000015,7.969999999999999,0.8799999999999999,21.717,-3.7639999999999993,-0.743
1934-03-01,25.958,3.189,5.090999999999998,-17.143,3.832,-1.09,-5.322,4.34,8.64,4.918,12.962,-4.005,9.281,7.223,20.491,-2.761,2.651
1934-04-01,21.313,8.798,10.817,-5.976,7.4380000000000015,5.394,-0.361,10.345,12.307,10.085,11.408,-2.414,11.356,11.86,18.469,1.101,8.47
1934-05-01,18.548,12.595999999999998,13.134,2.644,11.564,12.572,8.81,13.482,16.835,12.216,7.676,4.291,16.750999999999998,15.848,15.18,8.511000000000001,12.642
1934-06-01,14.717,14.153,16.57,8.622,14.837,14.508,11.825,16.392,19.345,15.593,5.808,8.158000000000001,20.368,17.144000000000002,12.457,11.995,14.565
1934-07-01,14.103000000000002,16.872,18.804,12.643,17.609,17.970000000000006,16.765,18.469,22.526,17.759,4.754,12.38,22.582,20.113,10.569,15.93,17.328000000000007
1934-08-01,15.582,15.234000000000002,17.082,10.161,16.64,16.954,14.524,16.871,21.21,16.706,6.686999999999999,11.365,20.747,18.841,13.862,14.649,14.914
1934-09-01,19.422,13.539,16.643,4.436,15.307,14.86,11.749,15.896,19.017,16.316,8.549999999999999,8.567,20.321,16.678,16.055,11.651000000000002,14.134
1934-10-01,21.766,6.843,11.025,-1.894,10.276,8.193999999999999,3.684,9.618,13.616,11.246,10.094,1.608,16.633,9.862,17.949,4.266,7.641
1934-11-01,24.4,2.194,5.181,-10.765,5.683,3.3080000000000003,-1.634,3.973,9.556,5.896,13.337,-3.095,9.372,5.789,20.114,-1.418,1.914
1934-12-01,26.713,1.6689999999999996,6.72,-20.462,4.783,-3.619,-5.491999999999999,4.327,7.635,6.718,16.545,-4.077,10.923,4.726999999999999,21.316,-2.915,2.024
1935-01-01,27.588,-5.908,1.852,-27.277,0.609,-6.995,-9.422,-1.127,1.985,2.382,17.012,-7.662000000000001,6.965000000000002,-3.272,22.894,-7.019,-3.85
1935-02-01,27.42,-1.968,4.013999999999999,-18.477,2.265,-3.537,-8.633,1.804,5.364999999999998,4.115,17.035999999999998,-6.996,8.658,1.029,21.839,-5.728999999999999,-0.0949999999999999
1935-03-01,25.348000000000003,0.076,5.537999999999999,-17.632,2.72,-1.503,-5.449999999999998,2.977,6.916,4.998,14.671,-5.754,12.185,3.779,19.385,-4.052,1.7840000000000005
