,df_australia,train_australia,test_australia,predictions_australia,forecast_australia,forecast_yearly_avg_australia,10_years_mean_australia,df_austria,train_austria,test_austria,predictions_austria,forecast_austria,forecast_yearly_avg_austria,10_years_mean_austria,df_canada,train_canada,test_canada,predictions_canada,forecast_canada,forecast_yearly_avg_canada,10_years_mean_canada,df_denmark_europe,train_denmark_europe,test_denmark_europe,predictions_denmark_europe,forecast_denmark_europe,forecast_yearly_avg_denmark_europe,10_years_mean_denmark_europe,df_estonia,train_estonia,test_estonia,predictions_estonia,forecast_estonia,forecast_yearly_avg_estonia,10_years_mean_estonia,df_finland,train_finland,test_finland,predictions_finland,forecast_finland,forecast_yearly_avg_finland,10_years_mean_finland,df_germany,train_germany,test_germany,predictions_germany,forecast_germany,forecast_yearly_avg_germany,10_years_mean_germany,df_italy,train_italy,test_italy,predictions_italy,forecast_italy,forecast_yearly_avg_italy,10_years_mean_italy,df_netherlands_europe,train_netherlands_europe,test_netherlands_europe,predictions_netherlands_europe,forecast_netherlands_europe,forecast_yearly_avg_netherlands_europe,10_years_mean_netherlands_europe,df_new_zealand,train_new_zealand,test_new_zealand,predictions_new_zealand,forecast_new_zealand,forecast_yearly_avg_new_zealand,10_years_mean_new_zealand,df_norway,train_norway,test_norway,predictions_norway,forecast_norway,forecast_yearly_avg_norway,10_years_mean_norway,df_portugal,train_portugal,test_portugal,predictions_portugal,forecast_portugal,forecast_yearly_avg_portugal,10_years_mean_portugal,df_slovenia,train_slovenia,test_slovenia,predictions_slovenia,forecast_slovenia,forecast_yearly_avg_slovenia,10_years_mean_slovenia,df_south_africa,train_south_africa,test_south_africa,predictions_south_africa,forecast_south_africa,forecast_yearly_avg_south_africa,10_years_mean_south_africa,df_switzerland,train_switzerland,test_switzerland,predictions_switzerland,forecast_switzerland,forecast_yearly_avg_switzerland,10_years_mean_switzerland,global_avg,global_avg,global_avg,SARIMA predictions for global average,SARIMA forecast for global average,SARIMA forecast for Switzerland,avg_temp
1982-03-01,25.069000000000003,25.069000000000003,,,,,21.922491666666666,1.998,1.998,,,,,6.336425,-16.809,-16.809,,,,,-4.761241666666666,3.71,3.71,,,,,8.059583333333332,-0.0789999999999997,-0.0789999999999997,,,,,5.173083333333334,-3.334,-3.334,,,,,1.5512000000000001,4.49,4.49,,,,,8.359141666666668,7.162999999999999,7.162999999999999,,,,,12.669308333333333,5.315,5.315,,,,,9.303383333333334,13.999,13.999,,,,,10.744041666666666,-3.37,-3.37,,,,,0.28086666666666665,12.001,12.001,,,,,14.693366666666666,4.565,4.565,,,,,9.689916666666667,20.961,20.961,,,,,17.425575,2.1770000000000005,2.1770000000000005,,,,,7.051008333333334,16.85995454545455,16.85995454545455,,,,,7.051008333333334
1982-04-01,22.077,22.077,,,,,21.926233333333336,4.418,4.418,,,,,6.323433333333333,-8.609,-8.609,,,,,-4.760741666666666,6.407,6.407,,,,,8.059891666666667,3.58,3.58,,,,,5.1754999999999995,0.2609999999999999,0.2609999999999999,,,,,1.555125,6.7250000000000005,6.7250000000000005,,,,,8.354333333333333,10.445,10.445,,,,,12.665175000000001,7.396,7.396,,,,,9.301425,10.074,10.074,,,,,10.731083333333334,-1.4409999999999998,-1.4409999999999998,,,,,0.2839583333333333,14.368,14.368,,,,,14.705150000000001,7.625000000000001,7.625000000000001,,,,,9.674283333333333,16.198,16.198,,,,,17.411941666666667,5.652,5.652,,,,,7.049233333333334,18.732582644628103,18.732582644628103,,,,,7.049233333333334
1982-05-01,18.172,18.172,,,,,21.925233333333335,11.489,11.489,,,,,6.331675000000001,2.407,2.407,,,,,-4.7576583333333335,10.893,10.893,,,,,8.055975,10.338,10.338,,,,,5.175416666666667,6.479,6.479,,,,,1.5572916666666667,12.718,12.718,,,,,8.362016666666667,15.664,15.664,,,,,12.674116666666666,12.455,12.455,,,,,9.306524999999999,8.809000000000003,8.809000000000003,,,,,10.735741666666666,3.4330000000000003,3.4330000000000003,,,,,0.27576666666666666,16.537,16.537,,,,,14.722824999999998,14.571,14.571,,,,,9.683008333333333,14.484000000000002,14.484000000000002,,,,,17.419958333333337,11.329,11.329,,,,,7.060816666666667,20.79844214876033,20.79844214876033,,,,,7.060816666666667
1982-06-01,13.831,13.831,,,,,21.90988333333333,15.313,15.313,,,,,6.340458333333333,9.102,9.102,,,,,-4.753966666666667,14.876,14.876,,,,,8.061225,12.489,12.489,,,,,5.13665,9.164,9.164,,,,,1.508575,16.62,16.62,,,,,8.377308333333334,20.904,20.904,,,,,12.689175,16.344,16.344,,,,,9.328591666666666,5.519,5.519,,,,,10.741333333333333,6.932,6.932,,,,,0.2516,19.452,19.452,,,,,14.743433333333334,18.898,18.898,,,,,9.690941666666667,11.365,11.365,,,,,17.42435,15.43,15.43,,,,,7.079566666666667,22.07036363636365,22.07036363636365,,,,,7.079566666666667
1982-07-01,13.401,13.401,,,,,21.904466666666668,17.269000000000002,17.269000000000002,,,,,6.351141666666667,13.172,13.172,,,,,-4.741466666666667,17.675,17.675,,,,,8.060224999999999,17.259,17.259,,,,,5.111166666666667,15.742,15.742,,,,,1.48435,19.094,19.094,,,,,8.386191666666667,23.385,23.385,,,,,12.706883333333334,18.555,18.555,,,,,9.337516666666668,4.986000000000001,4.986000000000001,,,,,10.734191666666668,11.328,11.328,,,,,0.241475,20.696,20.696,,,,,14.739225000000001,20.747,20.747,,,,,9.698316666666667,11.356,11.356,,,,,17.425541666666668,17.976000000000006,17.976000000000006,,,,,7.095899999999999,22.768326446280987,22.768326446280987,,,,,7.095899999999999
1982-08-01,17.616,17.616,,,,,21.911075,15.954,15.954,,,,,6.359091666666667,10.116,10.116,,,,,-4.750291666666667,17.406,17.406,,,,,8.0709,16.404999999999998,16.404999999999998,,,,,5.098733333333333,13.351,13.351,,,,,1.4714416666666668,17.721,17.721,,,,,8.398683333333333,22.06,22.06,,,,,12.719225,17.51,17.51,,,,,9.351666666666667,7.0,7.0,,,,,10.745733333333334,10.048,10.048,,,,,0.24135000000000004,22.457,22.457,,,,,14.752391666666666,19.583,19.583,,,,,9.707291666666666,13.409,13.409,,,,,17.433858333333333,15.649,15.649,,,,,7.101275,22.613805785123965,22.613805785123965,,,,,7.101275
1982-09-01,19.207,19.207,,,,,21.90285833333333,14.720999999999998,14.720999999999998,,,,,6.4055333333333335,5.642,5.642,,,,,-4.729333333333334,14.015,14.015,,,,,8.090066666666667,11.322,11.322,,,,,5.1007,8.012,8.012,,,,,1.4715,16.261,16.261,,,,,8.440208333333334,20.403,20.403,,,,,12.755258333333334,15.966,15.966,,,,,9.383616666666665,8.293,8.293,,,,,10.736833333333331,5.263999999999999,5.263999999999999,,,,,0.24000833333333335,20.379,20.379,,,,,14.771583333333334,18.252,18.252,,,,,9.755125,17.672,17.672,,,,,17.444808333333334,14.795,14.795,,,,,7.145200000000001,21.769066115702458,21.769066115702458,,,,,7.145200000000001
1982-10-01,22.133000000000003,22.133000000000003,,,,,21.895083333333336,7.621,7.621,,,,,6.429258333333333,-1.871,-1.871,,,,,-4.705875000000001,10.186,10.186,,,,,8.10565,5.816,5.816,,,,,5.109083333333333,1.705,1.705,,,,,1.4680916666666666,9.746,9.746,,,,,8.462358333333334,14.092,14.092,,,,,12.772825,11.109000000000002,11.109000000000002,,,,,9.400900000000002,8.971,8.971,,,,,10.722900000000001,1.082,1.082,,,,,0.23784166666666665,14.828,14.828,,,,,14.7723,11.175,11.175,,,,,9.777066666666666,18.739,18.739,,,,,17.438,7.621,7.621,,,,,7.154891666666667,19.374541322314062,19.374541322314062,,,,,7.154891666666667
1982-11-01,26.78,26.78,,,,,21.902091666666667,3.129,3.129,,,,,6.440508333333333,-14.013,-14.013,,,,,-4.716966666666667,6.606,6.606,,,,,8.114041666666667,3.563,3.563,,,,,5.1301250000000005,-0.4980000000000002,-0.4980000000000002,,,,,1.4989666666666668,6.007999999999999,6.007999999999999,,,,,8.47675,10.168,10.168,,,,,12.77725,8.033,8.033,,,,,9.416275,12.588,12.588,,,,,10.714941666666666,-2.882,-2.882,,,,,0.24125,11.424,11.424,,,,,14.765916666666667,6.421,6.421,,,,,9.787141666666665,20.106,20.106,,,,,17.426841666666668,4.245,4.245,,,,,7.164183333333333,16.962628099173553,16.962628099173553,,,,,7.164183333333333
1982-12-01,28.165,28.165,,,,,21.894766666666666,-0.5369999999999997,-0.5369999999999997,,,,,6.458158333333333,-19.925,-19.925,,,,,-4.6863,2.849,2.849,,,,,8.1073,-0.4930000000000003,-0.4930000000000003,,,,,5.116108333333333,-5.023999999999999,-5.023999999999999,,,,,1.4704916666666668,2.024,2.024,,,,,8.487775000000001,6.7010000000000005,6.7010000000000005,,,,,12.781325,3.409,3.409,,,,,9.415375000000001,12.71,12.71,,,,,10.714783333333333,-6.125,-6.125,,,,,0.21506666666666666,8.597999999999999,8.597999999999999,,,,,14.764133333333332,3.337,3.337,,,,,9.807500000000001,22.536,22.536,,,,,17.421141666666667,0.614,0.614,,,,,7.177300000000001,15.058834710743803,15.058834710743803,,,,,7.177300000000001
1983-01-01,28.125,28.125,,,,,21.887525,0.2960000000000002,0.2960000000000002,,,,,6.4875,-22.138,-22.138,,,,,-4.690066666666667,4.618,4.618,,,,,8.130725,-1.0160000000000011,-1.0160000000000011,,,,,5.138291666666666,-6.973,-6.973,,,,,1.4604666666666666,3.7080000000000006,3.7080000000000006,,,,,8.520333333333333,5.627000000000001,5.627000000000001,,,,,12.78455,5.75,5.75,,,,,9.439966666666667,13.974,13.974,,,,,10.704716666666666,-5.629,-5.629,,,,,0.20029166666666667,8.307,8.307,,,,,14.767483333333333,2.197,2.197,,,,,9.826808333333334,24.65,24.65,,,,,17.427774999999997,0.999,0.999,,,,,7.2022,14.765723140495863,14.765723140495863,,,,,7.2022
1983-02-01,29.661,29.661,,,,,21.904983333333334,-4.561999999999999,-4.561999999999999,,,,,6.4670499999999995,-20.784,-20.784,,,,,-4.67935,-0.162,-0.162,,,,,8.106183333333332,-7.1880000000000015,-7.1880000000000015,,,,,5.104608333333333,-11.095,-11.095,,,,,1.43795,-1.5980000000000003,-1.5980000000000003,,,,,8.498291666666667,3.631,3.631,,,,,12.773283333333334,0.7040000000000002,0.7040000000000002,,,,,9.419858333333334,14.249,14.249,,,,,10.692291666666666,-8.205,-8.205,,,,,0.19350000000000003,8.241,8.241,,,,,14.763366666666666,-1.094,-1.094,,,,,9.805933333333334,22.966,22.966,,,,,17.431125,-2.96,-2.96,,,,,7.190033333333334,15.030033057851234,15.030033057851234,,,,,7.190033333333334
1983-03-01,26.259,26.259,,,,,21.9056,3.103,3.103,,,,,6.482791666666667,-15.55,-15.55,,,,,-4.6968499999999995,3.771,3.771,,,,,8.095233333333335,-2.126,-2.126,,,,,5.087808333333333,-5.324,-5.324,,,,,1.4275916666666668,4.708,4.708,,,,,8.501908333333333,8.379,8.379,,,,,12.787524999999999,5.51,5.51,,,,,9.419825000000001,13.539,13.539,,,,,10.68635,-4.266,-4.266,,,,,0.1862083333333334,13.037,13.037,,,,,14.78025,6.178999999999999,6.178999999999999,,,,,9.820150000000002,21.81900000000001,21.81900000000001,,,,,17.428391666666666,3.648,3.648,,,,,7.205416666666667,17.256917355371908,17.256917355371908,,,,,7.205416666666667
1983-04-01,20.919,20.919,,,,,21.887616666666663,7.834,7.834,,,,,6.516791666666666,-6.209,-6.209,,,,,-4.692200000000001,6.597,6.597,,,,,8.105525,6.279999999999999,6.279999999999999,,,,,5.103516666666667,2.2389999999999994,2.2389999999999994,,,,,1.444125,8.649000000000001,8.649000000000001,,,,,8.530191666666665,11.533,11.533,,,,,12.808966666666667,8.276,8.276,,,,,9.437925,10.857,10.857,,,,,10.682308333333335,-1.002,-1.002,,,,,0.1955166666666667,12.059,12.059,,,,,14.769125,11.062,11.062,,,,,9.851133333333333,19.546,19.546,,,,,17.445441666666667,6.791,6.791,,,,,7.231241666666667,19.20961157024792,19.20961157024792,,,,,7.231241666666667
1983-05-01,18.661,18.661,,,,,21.88018333333333,11.482,11.482,,,,,6.512074999999999,0.1459999999999999,0.1459999999999999,,,,,-4.721774999999999,10.772,10.772,,,,,8.102766666666666,12.905,12.905,,,,,5.1203666666666665,8.672,8.672,,,,,1.4577666666666669,11.643,11.643,,,,,8.520133333333332,15.425,15.425,,,,,12.803766666666666,10.793,10.793,,,,,9.426966666666667,8.248000000000001,8.248000000000001,,,,,10.676641666666665,4.598,4.598,,,,,0.20365833333333333,13.953,13.953,,,,,14.753591666666667,15.071,15.071,,,,,9.851625000000002,14.373,14.373,,,,,17.452341666666666,9.174,9.174,,,,,7.208583333333333,21.16459504132231,21.16459504132231,,,,,7.208583333333333
1983-06-01,15.404000000000002,15.404000000000002,,,,,21.87580833333333,14.722,14.722,,,,,6.513241666666667,10.104,10.104,,,,,-4.721816666666667,14.675,14.675,,,,,8.09685,14.396,14.396,,,,,5.099191666666667,12.233,12.233,,,,,1.4391416666666668,16.46,16.46,,,,,8.520158333333333,19.249,19.249,,,,,12.799716666666667,15.99,15.99,,,,,9.427091666666666,6.093,6.093,,,,,10.672149999999998,7.879,7.879,,,,,0.19463333333333335,20.604,20.604,,,,,14.761116666666668,17.793,17.793,,,,,9.850016666666667,11.963,11.963,,,,,17.45016666666667,15.193,15.193,,,,,7.21025,22.167359504132218,22.167359504132218,,,,,7.21025
1983-07-01,13.529000000000002,13.529000000000002,,,,,21.85295,19.383,19.383,,,,,6.544808333333333,13.223,13.223,,,,,-4.725258333333333,17.8,17.8,,,,,8.095166666666666,17.808,17.808,,,,,5.0849416666666665,16.012999999999998,16.012999999999998,,,,,1.4165999999999999,20.603,20.603,,,,,8.545541666666669,24.395,24.395,,,,,12.819908333333334,19.57,19.57,,,,,9.446383333333333,5.122000000000001,5.122000000000001,,,,,10.670833333333333,11.220999999999998,11.220999999999998,,,,,0.18336666666666668,20.77,20.77,,,,,14.759658333333332,22.395,22.395,,,,,9.87425,11.519,11.519,,,,,17.45114166666667,20.34800000000001,20.34800000000001,,,,,7.247883333333334,23.28968595041322,23.28968595041322,,,,,7.247883333333334
1983-08-01,17.066,17.066,,,,,21.854091666666665,16.329,16.329,,,,,6.5419,12.226,12.226,,,,,-4.7278,17.189,17.189,,,,,8.102008333333334,16.391,16.391,,,,,5.089666666666667,12.652,12.652,,,,,1.4140416666666666,18.601,18.601,,,,,8.548633333333333,21.872,21.872,,,,,12.815491666666667,18.285,18.285,,,,,9.450125000000002,6.872999999999998,6.872999999999998,,,,,10.671583333333334,9.382,9.382,,,,,0.18598333333333333,21.349,21.349,,,,,14.747125,19.823,19.823,,,,,9.876341666666667,12.508,12.508,,,,,17.452425,16.783,16.783,,,,,7.241558333333334,22.8090826446281,22.8090826446281,,,,,7.241558333333334
1983-09-01,21.149,21.149,,,,,21.86863333333333,12.601,12.601,,,,,6.5382750000000005,5.880999999999999,5.880999999999999,,,,,-4.7305,13.563,13.563,,,,,8.103208333333335,12.549,12.549,,,,,5.122858333333332,9.524,9.524,,,,,1.44905,14.253,14.253,,,,,8.54505,19.178,19.178,,,,,12.811783333333333,14.48,14.48,,,,,9.444866666666666,8.767000000000001,8.767000000000001,,,,,10.667075,6.553,6.553,,,,,0.20045833333333335,21.472,21.472,,,,,14.765033333333333,16.092000000000002,16.092000000000002,,,,,9.874583333333334,16.987000000000002,16.987000000000002,,,,,17.466791666666666,13.404000000000002,13.404000000000002,,,,,7.238216666666667,21.72516115702479,21.72516115702479,,,,,7.238216666666667
1983-10-01,23.357,23.357,,,,,21.872625000000003,7.403,7.403,,,,,6.554741666666667,-1.926,-1.926,,,,,-4.741866666666667,9.692,9.692,,,,,8.123583333333332,6.644,6.644,,,,,5.149366666666666,2.568,2.568,,,,,1.4805,9.295,9.295,,,,,8.560375,14.143,14.143,,,,,12.814075,10.576,10.576,,,,,9.457,10.677,10.677,,,,,10.667791666666666,0.8049999999999999,0.8049999999999999,,,,,0.22215000000000001,17.027,17.027,,,,,14.777325,10.546,10.546,,,,,9.887141666666666,18.774,18.774,,,,,17.46736666666667,8.362,8.362,,,,,7.253283333333333,19.388219008264475,19.388219008264475,,,,,7.253283333333333
1983-11-01,25.626,25.626,,,,,21.876416666666668,0.1759999999999999,0.1759999999999999,,,,,6.551433333333334,-9.294,-9.294,,,,,-4.713,4.713,4.713,,,,,8.131516666666666,-0.218,-0.218,,,,,5.157825,-7.3119999999999985,-7.3119999999999985,,,,,1.4733083333333332,3.542,3.542,,,,,8.562341666666667,9.048,9.048,,,,,12.816358333333334,6.207000000000001,6.207000000000001,,,,,9.4617,12.023,12.023,,,,,10.662325000000001,-5.4380000000000015,-5.4380000000000015,,,,,0.23027499999999995,14.353,14.353,,,,,14.793433333333333,3.019,3.019,,,,,9.881458333333335,20.693,20.693,,,,,17.471333333333334,2.301,2.301,,,,,7.252983333333334,17.25169421487603,17.25169421487603,,,,,7.252983333333334
1983-12-01,27.377,27.377,,,,,21.8796,-2.522,-2.522,,,,,6.555516666666666,-22.7,-22.7,,,,,-4.743525,1.92,1.92,,,,,8.135766666666667,-2.699,-2.699,,,,,5.180241666666666,-9.18,-9.18,,,,,1.4994,0.364,0.364,,,,,8.566058333333334,5.78,5.78,,,,,12.820308333333335,3.447,3.447,,,,,9.466766666666668,13.118,13.118,,,,,10.650725,-7.882000000000001,-7.882000000000001,,,,,0.23959166666666662,9.668,9.668,,,,,14.809675,1.0490000000000002,1.0490000000000002,,,,,9.886408333333332,22.645,22.645,,,,,17.483058333333336,-0.505,-0.505,,,,,7.260641666666667,15.07044628099174,15.07044628099174,,,,,7.260641666666667
1984-01-01,26.609,26.609,,,,,21.876416666666668,-2.95,-2.95,,,,,6.536241666666667,-23.567,-23.567,,,,,-4.7219999999999995,1.104,1.104,,,,,8.120575,-3.673000000000001,-3.673000000000001,,,,,5.184816666666666,-10.37,-10.37,,,,,1.477625,0.8340000000000001,0.8340000000000001,,,,,8.547958333333334,4.981,4.981,,,,,12.8084,3.265,3.265,,,,,9.451474999999999,13.934,13.934,,,,,10.643891666666667,-9.170000000000002,-9.170000000000002,,,,,0.19747499999999996,8.572000000000001,8.572000000000001,,,,,14.799416666666668,0.019,0.019,,,,,9.870333333333333,23.57,23.57,,,,,17.490233333333332,-1.149,-1.149,,,,,7.240091666666667,14.392446280991742,14.392446280991742,,,,,7.240091666666667
1984-02-01,27.388,27.388,,,,,21.88585,-3.322,-3.322,,,,,6.499091666666668,-17.471,-17.471,,,,,-4.685083333333334,0.528,0.528,,,,,8.096783333333333,-5.7970000000000015,-5.7970000000000015,,,,,5.139925000000001,-6.829999999999999,-6.829999999999999,,,,,1.4562416666666669,-0.2879999999999999,-0.2879999999999999,,,,,8.519308333333333,4.378,4.378,,,,,12.784716666666666,1.984,1.984,,,,,9.428700000000001,15.177,15.177,,,,,10.629341666666667,-5.231000000000001,-5.231000000000001,,,,,0.19632499999999997,8.716999999999999,8.716999999999999,,,,,14.796725000000002,0.2469999999999999,0.2469999999999999,,,,,9.829600000000001,23.866,23.866,,,,,17.50294166666667,-2.114,-2.114,,,,,7.210708333333334,14.831557851239667,14.831557851239667,,,,,7.210708333333334
1984-03-01,24.552,24.552,,,,,21.874933333333335,0.371,0.371,,,,,6.464891666666667,-15.055,-15.055,,,,,-4.653575000000001,1.3850000000000002,1.3850000000000002,,,,,8.075383333333333,-3.2230000000000003,-3.2230000000000003,,,,,5.114016666666666,-7.444,-7.444,,,,,1.4241,2.349,2.349,,,,,8.490541666666667,6.772,6.772,,,,,12.767924999999998,3.855,3.855,,,,,9.412399999999998,14.873,14.873,,,,,10.644108333333334,-6.795,-6.795,,,,,0.16791666666666666,9.779,9.779,,,,,14.79045,4.022,4.022,,,,,9.806025,21.937,21.937,,,,,17.51611666666667,0.9130000000000004,0.9130000000000004,,,,,7.180191666666667,16.759520661157037,16.759520661157037,,,,,7.180191666666667
1984-04-01,21.964,21.964,,,,,21.879183333333334,5.042999999999998,5.042999999999998,,,,,6.458283333333333,-4.081999999999999,-4.081999999999999,,,,,-4.620258333333334,6.365,6.365,,,,,8.0632,5.82,5.82,,,,,5.1360166666666665,1.6010000000000002,1.6010000000000002,,,,,1.4357166666666668,6.851000000000001,6.851000000000001,,,,,8.479191666666667,10.145,10.145,,,,,12.767116666666668,7.439,7.439,,,,,9.40065,11.241,11.241,,,,,10.639491666666666,-0.4059999999999999,-0.4059999999999999,,,,,0.16939999999999997,15.505,15.505,,,,,14.822258333333334,8.737,8.737,,,,,9.807825000000001,17.636000000000006,17.636000000000006,,,,,17.5201,5.5150000000000015,5.5150000000000015,,,,,7.173841666666667,18.87681818181818,18.87681818181818,,,,,7.173841666666667
1984-05-01,18.751,18.751,,,,,21.887583333333332,9.752,9.752,,,,,6.456091666666667,2.676,2.676,,,,,-4.608983333333333,11.640999999999998,11.640999999999998,,,,,8.069183333333333,13.423,13.423,,,,,5.179208333333333,10.786,10.786,,,,,1.4828583333333332,11.058,11.058,,,,,8.476991666666667,13.401,13.401,,,,,12.757249999999999,10.402,10.402,,,,,9.391625000000001,7.877999999999999,7.877999999999999,,,,,10.630474999999999,5.859,5.859,,,,,0.18325833333333333,12.898,12.898,,,,,14.795825,12.509,12.509,,,,,9.801116666666667,14.126,14.126,,,,,17.524116666666668,8.078000000000001,8.078000000000001,,,,,7.15745,20.707512396694217,20.707512396694217,,,,,7.15745
1984-06-01,15.203,15.203,,,,,21.8946,13.4,13.4,,,,,6.463558333333334,9.972,9.972,,,,,-4.6062,13.936,13.936,,,,,8.064266666666667,14.683,14.683,,,,,5.176441666666666,12.811,12.811,,,,,1.47505,14.061,14.061,,,,,8.474133333333334,18.355,18.355,,,,,12.756308333333333,13.523,13.523,,,,,9.381975,7.272,7.272,,,,,10.639083333333332,8.664,8.664,,,,,0.17905833333333332,19.096,19.096,,,,,14.795733333333333,16.785,16.785,,,,,9.807174999999999,11.51,11.51,,,,,17.525091666666665,13.533,13.533,,,,,7.161758333333334,21.76405785123967,21.76405785123967,,,,,7.161758333333334
1984-07-01,13.672,13.672,,,,,21.885541666666665,15.069,15.069,,,,,6.462575,13.517,13.517,,,,,-4.603058333333333,15.588,15.588,,,,,8.069216666666668,16.02,16.02,,,,,5.1718416666666664,14.431,14.431,,,,,1.46405,16.151,16.151,,,,,8.477558333333333,22.005,22.005,,,,,12.759091666666668,15.842,15.842,,,,,9.385416666666666,6.566,6.566,,,,,10.640749999999999,10.33,10.33,,,,,0.17742499999999997,21.884,21.884,,,,,14.787425,18.744,18.744,,,,,9.803025,11.361,11.361,,,,,17.526758333333337,16.595000000000002,16.595000000000002,,,,,7.1678500000000005,22.545483471074384,22.545483471074384,,,,,7.1678500000000005
1984-08-01,16.229,16.229,,,,,21.885283333333334,15.175999999999998,15.175999999999998,,,,,6.447325000000001,12.278,12.278,,,,,-4.591566666666667,17.182000000000002,17.182000000000002,,,,,8.077416666666668,15.989999999999998,15.989999999999998,,,,,5.175483333333333,12.763,12.763,,,,,1.4568083333333335,17.504,17.504,,,,,8.47565,20.836,20.836,,,,,12.743716666666668,17.962,17.962,,,,,9.3948,7.643,7.643,,,,,10.652091666666667,10.137,10.137,,,,,0.17871666666666666,21.865,21.865,,,,,14.791166666666665,18.409,18.409,,,,,9.785591666666667,13.537,13.537,,,,,17.540816666666668,15.672,15.672,,,,,7.155983333333334,22.592888429752055,22.592888429752055,,,,,7.155983333333334
1984-09-01,17.983,17.983,,,,,21.880208333333332,11.203,11.203,,,,,6.44005,4.158,4.158,,,,,-4.590341666666666,12.296,12.296,,,,,8.066566666666667,10.965,10.965,,,,,5.157291666666667,7.544,7.544,,,,,1.4317750000000002,12.645,12.645,,,,,8.466883333333334,17.479,17.479,,,,,12.734274999999998,13.675999999999998,13.675999999999998,,,,,9.397033333333333,8.594999999999999,8.594999999999999,,,,,10.646383333333334,5.53,5.53,,,,,0.16781666666666667,19.718,19.718,,,,,14.804991666666666,15.111,15.111,,,,,9.781641666666667,16.864,16.864,,,,,17.554525,11.337,11.337,,,,,7.1477,21.325404958677684,21.325404958677684,,,,,7.1477
1984-10-01,22.72,22.72,,,,,21.88815,8.134,8.134,,,,,6.483183333333334,-2.496,-2.496,,,,,-4.5778083333333335,10.819,10.819,,,,,8.0981,8.091999999999999,8.091999999999999,,,,,5.1707,3.184,3.184,,,,,1.4376166666666668,10.365,10.365,,,,,8.507575,14.262,14.262,,,,,12.767050000000001,11.583,11.583,,,,,9.433108333333333,10.127,10.127,,,,,10.644824999999999,1.969,1.969,,,,,0.18145,15.523,15.523,,,,,14.824291666666666,11.695,11.695,,,,,9.827041666666666,18.652,18.652,,,,,17.55805,8.561,8.561,,,,,7.19205,19.569822314049592,19.569822314049592,,,,,7.19205
1984-11-01,25.833,25.833,,,,,21.902733333333337,2.756,2.756,,,,,6.491416666666667,-12.88,-12.88,,,,,-4.598983333333334,5.992000000000001,5.992000000000001,,,,,8.101991666666667,0.171,0.171,,,,,5.153966666666666,-3.482,-3.482,,,,,1.4298833333333334,4.972,4.972,,,,,8.509483333333334,10.599,10.599,,,,,12.783091666666667,7.984,7.984,,,,,9.444416666666665,13.287,13.287,,,,,10.645016666666667,-2.396,-2.396,,,,,0.191925,11.841,11.841,,,,,14.825791666666667,5.886,5.886,,,,,9.82925,20.613000000000003,20.613000000000003,,,,,17.561024999999997,4.754,4.754,,,,,7.208458333333334,17.15172727272727,17.15172727272727,,,,,7.208458333333334
1984-12-01,27.299,27.299,,,,,21.907483333333335,-1.89,-1.89,,,,,6.472558333333334,-22.661,-22.661,,,,,-4.6428416666666665,2.769,2.769,,,,,8.086266666666667,-3.513,-3.513,,,,,5.1241666666666665,-5.884,-5.884,,,,,1.4057166666666667,0.974,0.974,,,,,8.481316666666666,6.622999999999999,6.622999999999999,,,,,12.788183333333334,4.096,4.096,,,,,9.421999999999999,14.973,14.973,,,,,10.640733333333333,-3.087,-3.087,,,,,0.20474166666666668,9.853,9.853,,,,,14.831775,1.628,1.628,,,,,9.820608333333334,21.946,21.946,,,,,17.562333333333335,0.178,0.178,,,,,7.195908333333334,14.662289256198347,14.662289256198347,,,,,7.195908333333334
1985-01-01,28.782,28.782,,,,,21.9196,-8.429,-8.429,,,,,6.400066666666667,-19.849,-19.849,,,,,-4.602016666666667,-4.708,-4.708,,,,,8.007541666666667,-12.896,-12.896,,,,,5.024933333333333,-20.101,-20.101,,,,,1.2959166666666668,-5.665,-5.665,,,,,8.399691666666666,2.09,2.09,,,,,12.756258333333333,-3.184,-3.184,,,,,9.343241666666668,16.535,16.535,,,,,10.636575,-11.263000000000002,-11.263000000000002,,,,,0.1621333333333333,7.074000000000002,7.074000000000002,,,,,14.813141666666667,-4.732,-4.732,,,,,9.751983333333332,23.821,23.821,,,,,17.57314166666667,-6.443,-6.443,,,,,7.129358333333333,13.621305785123972,13.621305785123972,,,,,7.129358333333333
1985-02-01,28.42,28.42,,,,,21.930675,-4.7330000000000005,-4.7330000000000005,,,,,6.3714916666666666,-22.61,-22.61,,,,,-4.6138416666666675,-3.752,-3.752,,,,,7.960866666666666,-14.792000000000002,-14.792000000000002,,,,,4.9248916666666664,-19.561,-19.561,,,,,1.18645,-2.892,-2.892,,,,,8.362766666666667,5.05,5.05,,,,,12.7524,-0.778,-0.778,,,,,9.308875,15.578,15.578,,,,,10.631049999999998,-11.37,-11.37,,,,,0.11307500000000002,11.201999999999998,11.201999999999998,,,,,14.819899999999999,-1.787,-1.787,,,,,9.722266666666666,22.848000000000003,22.848000000000003,,,,,17.580150000000003,-1.59,-1.59,,,,,7.111258333333334,14.347285123966943,14.347285123966943,,,,,7.111258333333334
