,df_australia,train_australia,test_australia,predictions_australia,forecast_australia,forecast_yearly_avg_australia,10_years_mean_australia,df_austria,train_austria,test_austria,predictions_austria,forecast_austria,forecast_yearly_avg_austria,10_years_mean_austria,df_canada,train_canada,test_canada,predictions_canada,forecast_canada,forecast_yearly_avg_canada,10_years_mean_canada,df_denmark_europe,train_denmark_europe,test_denmark_europe,predictions_denmark_europe,forecast_denmark_europe,forecast_yearly_avg_denmark_europe,10_years_mean_denmark_europe,df_estonia,train_estonia,test_estonia,predictions_estonia,forecast_estonia,forecast_yearly_avg_estonia,10_years_mean_estonia,df_finland,train_finland,test_finland,predictions_finland,forecast_finland,forecast_yearly_avg_finland,10_years_mean_finland,df_germany,train_germany,test_germany,predictions_germany,forecast_germany,forecast_yearly_avg_germany,10_years_mean_germany,df_italy,train_italy,test_italy,predictions_italy,forecast_italy,forecast_yearly_avg_italy,10_years_mean_italy,df_netherlands_europe,train_netherlands_europe,test_netherlands_europe,predictions_netherlands_europe,forecast_netherlands_europe,forecast_yearly_avg_netherlands_europe,10_years_mean_netherlands_europe,df_new_zealand,train_new_zealand,test_new_zealand,predictions_new_zealand,forecast_new_zealand,forecast_yearly_avg_new_zealand,10_years_mean_new_zealand,df_norway,train_norway,test_norway,predictions_norway,forecast_norway,forecast_yearly_avg_norway,10_years_mean_norway,df_portugal,train_portugal,test_portugal,predictions_portugal,forecast_portugal,forecast_yearly_avg_portugal,10_years_mean_portugal,df_slovenia,train_slovenia,test_slovenia,predictions_slovenia,forecast_slovenia,forecast_yearly_avg_slovenia,10_years_mean_slovenia,df_south_africa,train_south_africa,test_south_africa,predictions_south_africa,forecast_south_africa,forecast_yearly_avg_south_africa,10_years_mean_south_africa,df_switzerland,train_switzerland,test_switzerland,predictions_switzerland,forecast_switzerland,forecast_yearly_avg_switzerland,10_years_mean_switzerland,global_avg,global_avg,global_avg,SARIMA predictions for global average,SARIMA forecast for global average,SARIMA forecast for Switzerland,avg_temp
1900-01-01,27.514,27.514,,,,,,-2.2780000000000005,-2.2780000000000005,,,,,,-23.61,-23.61,,,,,,-0.431,-0.431,,,,,,-7.415,-7.415,,,,,,-11.824000000000002,-11.824000000000002,,,,,,0.364,0.364,,,,,,5.402,5.402,,,,,,2.668,2.668,,,,,,13.733,13.733,,,,,,-8.844000000000003,-8.844000000000003,,,,,,7.849,7.849,,,,,,1.254,1.254,,,,,,21.867,21.867,,,,,,-0.7199999999999998,-0.7199999999999998,,,,,,13.441970338983051,13.441970338983051,,,,,
1900-02-01,29.122,29.122,,,,,,0.2739999999999999,0.2739999999999999,,,,,,-22.475,-22.475,,,,,,-1.482,-1.482,,,,,,-8.279,-8.279,,,,,,-15.800999999999998,-15.800999999999998,,,,,,1.119,1.119,,,,,,7.366999999999999,7.366999999999999,,,,,,2.3480000000000003,2.3480000000000003,,,,,,13.701,13.701,,,,,,-13.377,-13.377,,,,,,10.254,10.254,,,,,,4.259,4.259,,,,,,22.318,22.318,,,,,,1.096,1.096,,,,,,14.764161016949155,14.764161016949155,,,,,
1900-03-01,25.277,25.277,,,,,,-1.3569999999999998,-1.3569999999999998,,,,,,-16.527,-16.527,,,,,,0.6380000000000001,0.6380000000000001,,,,,,-4.394,-4.394,,,,,,-7.537000000000001,-7.537000000000001,,,,,,0.8729999999999998,0.8729999999999998,,,,,,5.893000000000002,5.893000000000002,,,,,,2.647,2.647,,,,,,13.95,13.95,,,,,,-6.757000000000001,-6.757000000000001,,,,,,9.207,9.207,,,,,,2.635,2.635,,,,,,20.556,20.556,,,,,,-0.5599999999999996,-0.5599999999999996,,,,,,16.262275423728813,16.262275423728813,,,,,
1900-04-01,21.253,21.253,,,,,,4.561,4.561,,,,,,-4.487,-4.487,,,,,,4.812,4.812,,,,,,2.086,2.086,,,,,,-1.937,-1.937,,,,,,6.551,6.551,,,,,,9.725,9.725,,,,,,7.1370000000000005,7.1370000000000005,,,,,,11.436,11.436,,,,,,-3.225,-3.225,,,,,,14.233,14.233,,,,,,7.903,7.903,,,,,,18.604000000000006,18.604000000000006,,,,,,5.335,5.335,,,,,,18.440466101694913,18.440466101694913,,,,,
1900-05-01,17.180999999999994,17.180999999999994,,,,,,9.62,9.62,,,,,,3.2310000000000003,3.2310000000000003,,,,,,9.687,9.687,,,,,,8.270999999999999,8.270999999999999,,,,,,4.401,4.401,,,,,,10.953,10.953,,,,,,14.543,14.543,,,,,,10.845,10.845,,,,,,7.852,7.852,,,,,,1.874,1.874,,,,,,15.15,15.15,,,,,,13.204,13.204,,,,,,15.012,15.012,,,,,,9.587000000000002,9.587000000000002,,,,,,20.33768220338983,20.33768220338983,,,,,
1900-06-01,15.472,15.472,,,,,,14.664,14.664,,,,,,9.962,9.962,,,,,,15.455,15.455,,,,,,14.35,14.35,,,,,,11.478000000000002,11.478000000000002,,,,,,16.155,16.155,,,,,,19.221,19.221,,,,,,15.602,15.602,,,,,,5.16,5.16,,,,,,8.549000000000001,8.549000000000001,,,,,,19.209,19.209,,,,,,17.919999999999995,17.919999999999995,,,,,,11.377,11.377,,,,,,14.771,14.771,,,,,,21.77026160337551,21.77026160337551,,,,,
1900-07-01,12.986,12.986,,,,,,17.186,17.186,,,,,,12.557,12.557,,,,,,17.227,17.227,,,,,,16.67,16.67,,,,,,12.535,12.535,,,,,,18.703,18.703,,,,,,21.789,21.789,,,,,,18.515,18.515,,,,,,5.186,5.186,,,,,,8.911999999999997,8.911999999999997,,,,,,22.846,22.846,,,,,,20.675,20.675,,,,,,11.254,11.254,,,,,,17.327,17.327,,,,,,22.605016877637144,22.605016877637144,,,,,
1900-08-01,16.034000000000002,16.034000000000002,,,,,,14.837,14.837,,,,,,11.18,11.18,,,,,,16.563,16.563,,,,,,17.088,17.088,,,,,,13.235,13.235,,,,,,16.678,16.678,,,,,,20.525,20.525,,,,,,16.352,16.352,,,,,,7.145,7.145,,,,,,8.996,8.996,,,,,,21.078000000000003,21.078000000000003,,,,,,18.157,18.157,,,,,,12.045,12.045,,,,,,14.657,14.657,,,,,,22.364131355932198,22.364131355932198,,,,,
1900-09-01,18.532,18.532,,,,,,13.088,13.088,,,,,,5.561,5.561,,,,,,13.435,13.435,,,,,,10.178,10.178,,,,,,6.275,6.275,,,,,,14.175,14.175,,,,,,19.121,19.121,,,,,,14.524,14.524,,,,,,7.858999999999999,7.858999999999999,,,,,,4.624,4.624,,,,,,20.329,20.329,,,,,,16.282,16.282,,,,,,16.694000000000003,16.694000000000003,,,,,,13.835,13.835,,,,,,21.23720762711864,21.23720762711864,,,,,
1900-10-01,23.156,23.156,,,,,,7.239000000000001,7.239000000000001,,,,,,-1.842,-1.842,,,,,,8.597999999999999,8.597999999999999,,,,,,6.01,6.01,,,,,,2.314,2.314,,,,,,8.74,8.74,,,,,,15.428999999999998,15.428999999999998,,,,,,9.989,9.989,,,,,,10.092,10.092,,,,,,-0.2459999999999999,-0.2459999999999999,,,,,,15.968,15.968,,,,,,11.014,11.014,,,,,,17.846,17.846,,,,,,8.095,8.095,,,,,,19.37397457627117,19.37397457627117,,,,,
1900-11-01,26.644,26.644,,,,,,3.222,3.222,,,,,,-14.211,-14.211,,,,,,4.8900000000000015,4.8900000000000015,,,,,,-0.103,-0.103,,,,,,-2.931,-2.931,,,,,,4.678999999999999,4.678999999999999,,,,,,10.467,10.467,,,,,,6.343999999999999,6.343999999999999,,,,,,10.916,10.916,,,,,,-3.417,-3.417,,,,,,10.956,10.956,,,,,,7.013,7.013,,,,,,19.958,19.958,,,,,,3.2710000000000004,3.2710000000000004,,,,,,16.781940677966105,16.781940677966105,,,,,
1900-12-01,28.028,28.028,,,,,,-1.013,-1.013,,,,,,-19.564,-19.564,,,,,,3.536,3.536,,,,,,-3.639,-3.639,,,,,,-10.202,-10.202,,,,,,2.435,2.435,,,,,,6.494,6.494,,,,,,5.065,5.065,,,,,,12.62,12.62,,,,,,-8.25,-8.25,,,,,,9.462,9.462,,,,,,1.374,1.374,,,,,,21.101,21.101,,,,,,0.968,0.968,,,,,,14.764211864406779,14.764211864406779,,,,,
1901-01-01,28.035,28.035,,,,,,-6.996,-6.996,,,,,,-24.737,-24.737,,,,,,-1.727,-1.727,,,,,,-3.984,-3.984,,,,,,-6.178,-6.178,,,,,,-3.991,-3.991,,,,,,2.92,2.92,,,,,,-0.5539999999999998,-0.5539999999999998,,,,,,13.757,13.757,,,,,,-7.460000000000001,-7.460000000000001,,,,,,8.062000000000001,8.062000000000001,,,,,,-3.693,-3.693,,,,,,22.154,22.154,,,,,,-3.269,-3.269,,,,,,13.364203389830504,13.364203389830504,,,,,
1901-02-01,27.324,27.324,,,,,,-7.045,-7.045,,,,,,-21.64,-21.64,,,,,,-2.371,-2.371,,,,,,-8.689,-8.689,,,,,,-14.308,-14.308,,,,,,-4.162,-4.162,,,,,,1.808,1.808,,,,,,-1.366,-1.366,,,,,,13.85,13.85,,,,,,-10.925999999999998,-10.925999999999998,,,,,,6.818,6.818,,,,,,-3.335,-3.335,,,,,,22.172,22.172,,,,,,-5.877999999999999,-5.877999999999999,,,,,,14.10678389830508,14.10678389830508,,,,,
1901-03-01,24.906,24.906,,,,,,0.8340000000000002,0.8340000000000002,,,,,,-15.797,-15.797,,,,,,1.4050000000000002,1.4050000000000002,,,,,,-4.063,-4.063,,,,,,-7.366,-7.366,,,,,,2.305,2.305,,,,,,7.44,7.44,,,,,,3.431,3.431,,,,,,12.116,12.116,,,,,,-6.759,-6.759,,,,,,10.014,10.014,,,,,,4.385999999999999,4.385999999999999,,,,,,19.540000000000006,19.540000000000006,,,,,,0.9330000000000004,0.9330000000000004,,,,,,16.626360169491527,16.626360169491527,,,,,
1901-04-01,21.272,21.272,,,,,,6.207999999999999,6.207999999999999,,,,,,-6.002999999999999,-6.002999999999999,,,,,,6.311,6.311,,,,,,3.669,3.669,,,,,,0.273,0.273,,,,,,7.989000000000001,7.989000000000001,,,,,,11.245,11.245,,,,,,8.525,8.525,,,,,,10.946,10.946,,,,,,-1.275,-1.275,,,,,,13.807,13.807,,,,,,9.376,9.376,,,,,,17.98,17.98,,,,,,6.638999999999999,6.638999999999999,,,,,,18.735261603375534,18.735261603375534,,,,,
1901-05-01,18.083,18.083,,,,,,11.091,11.091,,,,,,3.083,3.083,,,,,,11.762,11.762,,,,,,10.448,10.448,,,,,,6.093,6.093,,,,,,12.817,12.817,,,,,,14.196,14.196,,,,,,12.2,12.2,,,,,,7.822999999999999,7.822999999999999,,,,,,3.828,3.828,,,,,,16.468999999999998,16.468999999999998,,,,,,13.918,13.918,,,,,,13.056,13.056,,,,,,10.865,10.865,,,,,,20.47857203389831,20.47857203389831,,,,,
1901-06-01,14.034,14.034,,,,,,14.861,14.861,,,,,,8.703000000000001,8.703000000000001,,,,,,14.268,14.268,,,,,,16.923000000000002,16.923000000000002,,,,,,14.33,14.33,,,,,,15.729,15.729,,,,,,19.693,19.693,,,,,,14.866,14.866,,,,,,6.817,6.817,,,,,,8.911000000000003,8.911000000000003,,,,,,21.007,21.007,,,,,,18.287,18.287,,,,,,11.231,11.231,,,,,,14.955,14.955,,,,,,22.025223628691954,22.025223628691954,,,,,
1901-07-01,12.839,12.839,,,,,,16.413,16.413,,,,,,12.863,12.863,,,,,,19.013,19.013,,,,,,19.73,19.73,,,,,,17.47,17.47,,,,,,18.625,18.625,,,,,,21.572,21.572,,,,,,18.59,18.59,,,,,,3.844,3.844,,,,,,13.083,13.083,,,,,,22.915,22.915,,,,,,19.886,19.886,,,,,,10.34,10.34,,,,,,16.281000000000002,16.281000000000002,,,,,,22.760565400843866,22.760565400843866,,,,,
1901-08-01,15.286,15.286,,,,,,14.927,14.927,,,,,,11.479,11.479,,,,,,17.043,17.043,,,,,,17.881999999999994,17.881999999999994,,,,,,14.238,14.238,,,,,,16.822,16.822,,,,,,21.181,21.181,,,,,,16.996000000000002,16.996000000000002,,,,,,5.449999999999998,5.449999999999998,,,,,,10.186000000000002,10.186000000000002,,,,,,22.82,22.82,,,,,,18.549000000000003,18.549000000000003,,,,,,13.564,13.564,,,,,,15.235,15.235,,,,,,22.50433193277309,22.50433193277309,,,,,
1901-09-01,19.972,19.972,,,,,,11.805,11.805,,,,,,4.823,4.823,,,,,,13.899,13.899,,,,,,12.216,12.216,,,,,,9.38,9.38,,,,,,13.643,13.643,,,,,,18.488,18.488,,,,,,14.527,14.527,,,,,,8.258,8.258,,,,,,7.215,7.215,,,,,,18.605,18.605,,,,,,14.89,14.89,,,,,,14.81,14.81,,,,,,12.643,12.643,,,,,,21.407453781512615,21.407453781512615,,,,,
1901-10-01,21.998,21.998,,,,,,7.351,7.351,,,,,,-1.659,-1.659,,,,,,10.149,10.149,,,,,,7.681,7.681,,,,,,5.4780000000000015,5.4780000000000015,,,,,,9.104,9.104,,,,,,13.889,13.889,,,,,,10.371,10.371,,,,,,10.103,10.103,,,,,,3.153,3.153,,,,,,14.36,14.36,,,,,,10.72,10.72,,,,,,17.222,17.222,,,,,,7.2010000000000005,7.2010000000000005,,,,,,18.988417721518992,18.988417721518992,,,,,
1901-11-01,26.815,26.815,,,,,,-0.3169999999999999,-0.3169999999999999,,,,,,-13.113,-13.113,,,,,,3.863,3.863,,,,,,-1.9330000000000005,-1.9330000000000005,,,,,,-6.73,-6.73,,,,,,2.64,2.64,,,,,,7.864,7.864,,,,,,5.033,5.033,,,,,,11.026,11.026,,,,,,-5.819,-5.819,,,,,,10.292,10.292,,,,,,3.1060000000000003,3.1060000000000003,,,,,,19.407,19.407,,,,,,0.8500000000000001,0.8500000000000001,,,,,,16.36758403361344,16.36758403361344,,,,,
1901-12-01,28.427,28.427,,,,,,-1.2539999999999998,-1.2539999999999998,,,,,,-18.629,-18.629,,,,,,0.908,0.908,,,,,,-7.117999999999999,-7.117999999999999,,,,,,-13.550999999999998,-13.550999999999998,,,,,,0.652,0.652,,,,,,6.171,6.171,,,,,,2.6180000000000003,2.6180000000000003,,,,,,12.457,12.457,,,,,,-9.971,-9.971,,,,,,7.046999999999999,7.046999999999999,,,,,,2.393,2.393,,,,,,21.434,21.434,,,,,,-0.924,-0.924,,,,,,14.452627118644072,14.452627118644072,,,,,
1902-01-01,28.013,28.013,,,,,,-0.7980000000000005,-0.7980000000000005,,,,,,-22.786,-22.786,,,,,,2.89,2.89,,,,,,-5.587999999999999,-5.587999999999999,,,,,,-13.324000000000002,-13.324000000000002,,,,,,2.344,2.344,,,,,,5.0680000000000005,5.0680000000000005,,,,,,4.212,4.212,,,,,,14.316,14.316,,,,,,-8.216000000000001,-8.216000000000001,,,,,,8.351,8.351,,,,,,1.874,1.874,,,,,,21.221,21.221,,,,,,-0.4839999999999998,-0.4839999999999998,,,,,,14.13643277310925,14.13643277310925,,,,,
1902-02-01,27.423,27.423,,,,,,-2.023,-2.023,,,,,,-17.884,-17.884,,,,,,-1.865,-1.865,,,,,,-6.905,-6.905,,,,,,-11.651,-11.651,,,,,,-1.2000000000000002,-1.2000000000000002,,,,,,6.462000000000001,6.462000000000001,,,,,,-0.0389999999999997,-0.0389999999999997,,,,,,14.415,14.415,,,,,,-9.972,-9.972,,,,,,9.471,9.471,,,,,,2.16,2.16,,,,,,22.239,22.239,,,,,,-0.955,-0.955,,,,,,14.88053781512606,14.88053781512606,,,,,
1902-03-01,25.583,25.583,,,,,,1.3630000000000002,1.3630000000000002,,,,,,-16.288,-16.288,,,,,,2.269,2.269,,,,,,-3.526,-3.526,,,,,,-9.983,-9.983,,,,,,3.67,3.67,,,,,,8.051,8.051,,,,,,5.319,5.319,,,,,,13.555,13.555,,,,,,-8.124,-8.124,,,,,,12.186,12.186,,,,,,4.992999999999999,4.992999999999999,,,,,,20.225,20.225,,,,,,3.01,3.01,,,,,,16.391555084745765,16.391555084745765,,,,,
1902-04-01,21.946,21.946,,,,,,6.681,6.681,,,,,,-6.723,-6.723,,,,,,5.0950000000000015,5.0950000000000015,,,,,,-0.0529999999999999,-0.0529999999999999,,,,,,-3.612,-3.612,,,,,,7.778,7.778,,,,,,12.207999999999998,12.207999999999998,,,,,,8.085,8.085,,,,,,10.157,10.157,,,,,,-2.863,-2.863,,,,,,13.247,13.247,,,,,,9.937,9.937,,,,,,16.48,16.48,,,,,,8.147,8.147,,,,,,18.362296610169494,18.362296610169494,,,,,
1902-05-01,17.756,17.756,,,,,,6.962000000000001,6.962000000000001,,,,,,1.983,1.983,,,,,,8.308,8.308,,,,,,8.088999999999999,8.088999999999999,,,,,,4.105,4.105,,,,,,8.794,8.794,,,,,,12.179,12.179,,,,,,8.902999999999999,8.902999999999999,,,,,,6.737,6.737,,,,,,1.7990000000000002,1.7990000000000002,,,,,,15.062,15.062,,,,,,10.262,10.262,,,,,,14.363,14.363,,,,,,7.1720000000000015,7.1720000000000015,,,,,,20.048046413502114,20.048046413502114,,,,,
1902-06-01,14.725,14.725,,,,,,12.953,12.953,,,,,,7.235,7.235,,,,,,14.463,14.463,,,,,,12.878,12.878,,,,,,9.156,9.156,,,,,,15.305,15.305,,,,,,17.706,17.706,,,,,,15.17,15.17,,,,,,5.766,5.766,,,,,,6.751,6.751,,,,,,17.741,17.741,,,,,,16.078,16.078,,,,,,10.016,10.016,,,,,,13.049,13.049,,,,,,21.623037974683548,21.623037974683548,,,,,
1902-07-01,14.007,14.007,,,,,,15.232,15.232,,,,,,12.757,12.757,,,,,,14.362000000000002,14.362000000000002,,,,,,14.321000000000002,14.321000000000002,,,,,,12.057,12.057,,,,,,16.163,16.163,,,,,,22.2,22.2,,,,,,15.59,15.59,,,,,,4.424,4.424,,,,,,8.048,8.048,,,,,,21.571,21.571,,,,,,19.193,19.193,,,,,,10.997,10.997,,,,,,16.477,16.477,,,,,,22.290907563025197,22.290907563025197,,,,,
1902-08-01,15.528,15.528,,,,,,14.702,14.702,,,,,,11.443,11.443,,,,,,13.392,13.392,,,,,,13.57,13.57,,,,,,11.436,11.436,,,,,,15.242,15.242,,,,,,21.578000000000007,21.578000000000007,,,,,,15.019,15.019,,,,,,5.321000000000001,5.321000000000001,,,,,,7.949000000000002,7.949000000000002,,,,,,21.364,21.364,,,,,,18.707,18.707,,,,,,12.332,12.332,,,,,,15.116,15.116,,,,,,22.3082857142857,22.3082857142857,,,,,
1902-09-01,19.222,19.222,,,,,,11.423,11.423,,,,,,5.055,5.055,,,,,,11.285,11.285,,,,,,9.671,9.671,,,,,,6.218999999999999,6.218999999999999,,,,,,12.534,12.534,,,,,,18.716,18.716,,,,,,13.174,13.174,,,,,,5.815999999999999,5.815999999999999,,,,,,3.978,3.978,,,,,,18.935,18.935,,,,,,15.151000000000002,15.151000000000002,,,,,,14.504,14.504,,,,,,12.226,12.226,,,,,,21.057659663865554,21.057659663865554,,,,,
1902-10-01,22.663,22.663,,,,,,5.822,5.822,,,,,,-1.6669999999999998,-1.6669999999999998,,,,,,7.455999999999999,7.455999999999999,,,,,,3.093,3.093,,,,,,-1.5939999999999996,-1.5939999999999996,,,,,,7.049,7.049,,,,,,13.521,13.521,,,,,,8.561,8.561,,,,,,8.190999999999999,8.190999999999999,,,,,,-1.5250000000000004,-1.5250000000000004,,,,,,14.888,14.888,,,,,,9.876,9.876,,,,,,17.414,17.414,,,,,,6.626,6.626,,,,,,18.669668067226898,18.669668067226898,,,,,
1902-11-01,25.766,25.766,,,,,,-0.7980000000000003,-0.7980000000000003,,,,,,-12.992,-12.992,,,,,,3.087,3.087,,,,,,-1.892,-1.892,,,,,,-5.23,-5.23,,,,,,1.5939999999999994,1.5939999999999994,,,,,,7.792000000000001,7.792000000000001,,,,,,4.404,4.404,,,,,,10.298,10.298,,,,,,-4.516,-4.516,,,,,,11.892,11.892,,,,,,2.355,2.355,,,,,,18.679,18.679,,,,,,1.2280000000000002,1.2280000000000002,,,,,,16.189605042016808,16.189605042016808,,,,,
1902-12-01,26.543000000000003,26.543000000000003,,,,,,-4.595,-4.595,,,,,,-22.184,-22.184,,,,,,-0.452,-0.452,,,,,,-8.185,-8.185,,,,,,-9.128,-9.128,,,,,,-2.193,-2.193,,,,,,4.72,4.72,,,,,,0.9509999999999996,0.9509999999999996,,,,,,11.198,11.198,,,,,,-7.672000000000001,-7.672000000000001,,,,,,8.491999999999999,8.491999999999999,,,,,,-1.2209999999999996,-1.2209999999999996,,,,,,22.096,22.096,,,,,,-1.924,-1.924,,,,,,13.964856540084387,13.964856540084387,,,,,
1903-01-01,27.818,27.818,,,,,,-4.735,-4.735,,,,,,-22.78,-22.78,,,,,,0.1689999999999999,0.1689999999999999,,,,,,-4.899000000000001,-4.899000000000001,,,,,,-10.622,-10.622,,,,,,-0.089,-0.089,,,,,,4.1930000000000005,4.1930000000000005,,,,,,2.6710000000000003,2.6710000000000003,,,,,,12.532,12.532,,,,,,-8.985000000000003,-8.985000000000003,,,,,,7.983,7.983,,,,,,-1.432,-1.432,,,,,,22.403,22.403,,,,,,-1.974,-1.974,,,,,,13.790504166666674,13.790504166666674,,,,,
1903-02-01,27.263,27.263,,,,,,0.3690000000000002,0.3690000000000002,,,,,,-21.054,-21.054,,,,,,3.256,3.256,,,,,,-1.862,-1.862,,,,,,-6.545999999999999,-6.545999999999999,,,,,,3.4639999999999995,3.4639999999999995,,,,,,6.103999999999999,6.103999999999999,,,,,,5.457000000000001,5.457000000000001,,,,,,14.075,14.075,,,,,,-5.655000000000001,-5.655000000000001,,,,,,10.508,10.508,,,,,,3.381,3.381,,,,,,21.988000000000003,21.988000000000003,,,,,,1.2009999999999998,1.2009999999999998,,,,,,15.24612916666665,15.24612916666665,,,,,
1903-03-01,25.764,25.764,,,,,,3.5540000000000003,3.5540000000000003,,,,,,-15.989,-15.989,,,,,,4.959,4.959,,,,,,1.4620000000000002,1.4620000000000002,,,,,,-2.25,-2.25,,,,,,5.935,5.935,,,,,,8.512,8.512,,,,,,7.206,7.206,,,,,,12.748,12.748,,,,,,-3.35,-3.35,,,,,,11.489,11.489,,,,,,6.601,6.601,,,,,,19.806,19.806,,,,,,3.844,3.844,,,,,,16.73508333333332,16.73508333333332,,,,,
1903-04-01,21.655,21.655,,,,,,2.9719999999999995,2.9719999999999995,,,,,,-7.612,-7.612,,,,,,4.6850000000000005,4.6850000000000005,,,,,,4.925,4.925,,,,,,0.4879999999999999,0.4879999999999999,,,,,,4.7250000000000005,4.7250000000000005,,,,,,8.571,8.571,,,,,,5.228,5.228,,,,,,10.098,10.098,,,,,,-2.798,-2.798,,,,,,14.052,14.052,,,,,,6.142000000000001,6.142000000000001,,,,,,16.320999999999998,16.320999999999998,,,,,,3.184,3.184,,,,,,18.15041666666666,18.15041666666666,,,,,
1903-05-01,17.296999999999993,17.296999999999993,,,,,,10.964,10.964,,,,,,1.1069999999999998,1.1069999999999998,,,,,,11.509,11.509,,,,,,10.839,10.839,,,,,,6.546,6.546,,,,,,12.668,12.668,,,,,,14.873,14.873,,,,,,12.42,12.42,,,,,,7.426,7.426,,,,,,3.253,3.253,,,,,,14.588,14.588,,,,,,13.851,13.851,,,,,,13.484000000000002,13.484000000000002,,,,,,10.407,10.407,,,,,,20.51164583333334,20.51164583333334,,,,,
1903-06-01,14.249,14.249,,,,,,13.368,13.368,,,,,,9.188,9.188,,,,,,14.671,14.671,,,,,,16.127,16.127,,,,,,12.294,12.294,,,,,,14.9,14.9,,,,,,17.194000000000003,17.194000000000003,,,,,,14.242,14.242,,,,,,4.642,4.642,,,,,,7.184000000000001,7.184000000000001,,,,,,18.337,18.337,,,,,,16.375999999999998,16.375999999999998,,,,,,9.715,9.715,,,,,,12.843,12.843,,,,,,21.572025000000004,21.572025000000004,,,,,
1903-07-01,13.343,13.343,,,,,,14.994000000000002,14.994000000000002,,,,,,12.172,12.172,,,,,,15.881000000000002,15.881000000000002,,,,,,16.516000000000002,16.516000000000002,,,,,,13.105,13.105,,,,,,16.604,16.604,,,,,,20.769,20.769,,,,,,16.015,16.015,,,,,,4.984999999999999,4.984999999999999,,,,,,9.075,9.075,,,,,,21.782,21.782,,,,,,18.693,18.693,,,,,,10.568,10.568,,,,,,15.151000000000002,15.151000000000002,,,,,,22.260166666666656,22.260166666666656,,,,,
1903-08-01,15.902,15.902,,,,,,14.925999999999998,14.925999999999998,,,,,,10.712,10.712,,,,,,14.508,14.508,,,,,,14.421,14.421,,,,,,12.42,12.42,,,,,,15.947,15.947,,,,,,21.528,21.528,,,,,,15.47,15.47,,,,,,5.002,5.002,,,,,,8.681000000000001,8.681000000000001,,,,,,22.505,22.505,,,,,,18.805000000000003,18.805000000000003,,,,,,12.579,12.579,,,,,,15.563,15.563,,,,,,22.226816666666668,22.226816666666668,,,,,
1903-09-01,18.808,18.808,,,,,,11.752,11.752,,,,,,4.356999999999998,4.356999999999998,,,,,,12.974,12.974,,,,,,12.119000000000002,12.119000000000002,,,,,,8.118,8.118,,,,,,13.853000000000002,13.853000000000002,,,,,,18.505,18.505,,,,,,14.64,14.64,,,,,,7.424999999999999,7.424999999999999,,,,,,5.587000000000001,5.587000000000001,,,,,,18.434,18.434,,,,,,15.309,15.309,,,,,,15.447,15.447,,,,,,12.672,12.672,,,,,,21.08777499999999,21.08777499999999,,,,,
1903-10-01,21.893,21.893,,,,,,7.59,7.59,,,,,,-2.527,-2.527,,,,,,8.408999999999999,8.408999999999999,,,,,,2.346,2.346,,,,,,-1.909,-1.909,,,,,,9.566,9.566,,,,,,14.348,14.348,,,,,,11.035,11.035,,,,,,10.985,10.985,,,,,,-2.003,-2.003,,,,,,15.543,15.543,,,,,,10.92,10.92,,,,,,16.784000000000002,16.784000000000002,,,,,,8.374,8.374,,,,,,18.953225000000014,18.953225000000014,,,,,
1903-11-01,24.693,24.693,,,,,,2.283,2.283,,,,,,-11.95,-11.95,,,,,,4.339,4.339,,,,,,0.988,0.988,,,,,,-3.233,-3.233,,,,,,4.302,4.302,,,,,,9.11,9.11,,,,,,5.975,5.975,,,,,,12.784,12.784,,,,,,-4.468,-4.468,,,,,,12.171,12.171,,,,,,5.5680000000000005,5.5680000000000005,,,,,,18.798,18.798,,,,,,2.7750000000000004,2.7750000000000004,,,,,,16.420504166666667,16.420504166666667,,,,,
1903-12-01,25.436,25.436,,,,,,-3.156,-3.156,,,,,,-19.255,-19.255,,,,,,0.387,0.387,,,,,,-2.975,-2.975,,,,,,-5.855,-5.855,,,,,,-1.0459999999999998,-1.0459999999999998,,,,,,5.978,5.978,,,,,,1.109,1.109,,,,,,14.273,14.273,,,,,,-6.4670000000000005,-6.4670000000000005,,,,,,7.0360000000000005,7.0360000000000005,,,,,,1.6130000000000002,1.6130000000000002,,,,,,21.769,21.769,,,,,,-2.072,-2.072,,,,,,14.262958333333337,14.262958333333337,,,,,
1904-01-01,26.317,26.317,,,,,,-4.4670000000000005,-4.4670000000000005,,,,,,-25.166,-25.166,,,,,,0.608,0.608,,,,,,-3.055,-3.055,,,,,,-5.643,-5.643,,,,,,-1.642,-1.642,,,,,,4.722,4.722,,,,,,0.925,0.925,,,,,,14.636,14.636,,,,,,-6.135000000000002,-6.135000000000002,,,,,,7.58,7.58,,,,,,-0.6,-0.6,,,,,,21.827,21.827,,,,,,-2.483,-2.483,,,,,,13.295466666666686,13.295466666666686,,,,,
1904-02-01,25.98,25.98,,,,,,-0.8899999999999999,-0.8899999999999999,,,,,,-26.459,-26.459,,,,,,-0.076,-0.076,,,,,,-6.533,-6.533,,,,,,-13.64,-13.64,,,,,,1.05,1.05,,,,,,6.553,6.553,,,,,,2.7300000000000004,2.7300000000000004,,,,,,14.554,14.554,,,,,,-11.418,-11.418,,,,,,8.956,8.956,,,,,,3.34,3.34,,,,,,21.157,21.157,,,,,,-0.005,-0.005,,,,,,14.652666666666677,14.652666666666677,,,,,
